"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD_BL" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.479 0.647 0.671 0.626
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_sbc" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.3 0.461 0.316 0.853 0.2 0.333 0.212 0.781
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_ros" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.474 0.643 0.629 0.657
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_rus" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.438 0.609 0.478 0.84 0.334 0.501 0.374 0.758
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_smote" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.453 0.623 0.546 0.726
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_borderline_smote_type1" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.448 0.619 0.555 0.699
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_RF_borderline_smote_type2" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.464 0.633 0.61 0.659
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.549 0.708 0.737 0.682 0.46 0.63 0.649 0.612
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_sbc" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.291 0.451 0.306 0.857 0.192 0.323 0.203 0.78
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_ros" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.548 0.708 0.615 0.835 0.418 0.589 0.496 0.726
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_rus" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.411 0.582 0.446 0.838 0.292 0.452 0.321 0.762
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_smote" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.559 0.717 0.635 0.823 0.426 0.597 0.513 0.714
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_borderline_smote_type1" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.554 0.713 0.624 0.831 0.427 0.598 0.509 0.727
6001 "CapsuleDef3" 0.003 25 0.5 32 0 1 "fit_SVM_borderline_smote_type2" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.575 0.73 0.668 0.804 0.441 0.612 0.551 0.688
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.684 0.812 0.829 0.796 0.459 0.63 0.704 0.569
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_sbc" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.468 0.638 0.514 0.838 0.377 0.548 0.434 0.743
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_ros" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.684 0.812 0.829 0.796 0.468 0.638 0.667 0.611
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_rus" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.578 0.732 0.656 0.829 0.436 0.607 0.519 0.732
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_smote" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.686 0.814 0.829 0.799 0.471 0.64 0.622 0.659
6002 "CapsuleDef3" 0.003 25 0.5 32 3 1 "fit_RF_borderline_smote_type1" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.677 0.807 0.829 0.787 0.468 0.638 0.622 0.654
