"Loop_ID" "CAPSULE_FILE" "DT_dist_THRESHOLD_BL" "MAX_INTERACTION_GAP" "DISAGREEMENT_THRESH" "DT_frame_THRESHOLD" "trim_length_sec" "beta" "classifier" "CSI_pre_classifier" "Fbeta_pre_classifier" "precision_pre_classifier" "sensitivity_pre_classifier" "CSI_training" "Fbeta_training" "precision_training" "sensitivity_training" "CSI_test" "Fbeta_test" "precision_test" "sensitivity_test"
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.45 0.621 0.669 0.58
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_sbc" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.296 0.457 0.312 0.855 0.198 0.331 0.21 0.781
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_ros" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.479 0.648 0.65 0.646
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_rus" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.488 0.656 0.536 0.844 0.383 0.554 0.435 0.763
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_smote" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.475 0.644 0.575 0.732
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_borderline_smote_type1" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.468 0.638 0.576 0.714
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_RF_borderline_smote_type2" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.694 0.819 0.831 0.808 0.487 0.655 0.636 0.675
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.61 0.758 0.756 0.759 0.437 0.608 0.619 0.598
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_sbc" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.295 0.456 0.311 0.854 0.193 0.323 0.204 0.775
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_ros" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.613 0.76 0.701 0.829 0.384 0.555 0.493 0.633
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_rus" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.465 0.635 0.507 0.848 0.327 0.493 0.372 0.729
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_smote" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.604 0.753 0.691 0.828 0.386 0.557 0.49 0.646
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_borderline_smote_type1" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.608 0.756 0.701 0.822 0.398 0.569 0.529 0.616
4001 "CapsuleDef3" 0.002 25 0.5 32 0 1 "fit_SVM_borderline_smote_type2" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.62 0.765 0.726 0.809 0.42 0.592 0.566 0.621
4002 "CapsuleDef3" 0.002 25 0.5 32 3 1 "fit_RF_all" 0.240173628452114 0.387322586034795 0.251421039166175 0.842983682983683 0.686 0.814 0.83 0.799 0.461 0.631 0.695 0.578
