"Colony","antID","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","prop_time_outside","colony_size","Exposed","IsAlive","IsQueen","N_exposed","box","colony","task_group","treatment","Ct_mean","above_detection_threshold","Ant_status"
"R1SP",24,"A5",33.73,33.5,"4-F10",0.003469568769823,"Small Pathogen","SP","Small",0.139,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","forager","pathogen.small",33.615,"T","untreated forager"
"R1SP",25,"A2",32.07,32.11,"4-A12",0.00915446566209,"Small Pathogen","SP","Small",0.009,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",32.09,"T","untreated nurse"
"R1SP",27,"C1",31.93,31.79,"4-C11",0.010596977201778,"Small Pathogen","SP","Small",0.002,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",31.86,"T","untreated nurse"
"R1SP",28,"C2",32.52,32.61,"4-C12",0.006766911551921,"Small Pathogen","SP","Small",0.048,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","forager","pathogen.small",32.565,"T","untreated forager"
"R1SP",29,"G3",33.42,33.68,"5-G1",0.003616054771452,"Small Pathogen","SP","Small",0.019,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",33.55,"T","untreated nurse"
"R1SP",30,"B1",32.33,32.22,"4-B11",0.008137996523697,"Small Pathogen","SP","Small",0.011,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",32.275,"T","untreated nurse"
"R1SP",31,"F1",29.44,30.17,"4-F11",0.039172248417918,"Small Pathogen","SP","Small",0.001,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",29.805,"T","untreated nurse"
"R1SP",32,"H2",28.02,28.47,"4-H12",0.105683332651161,"Small Pathogen","SP","Small",0.005,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",28.245,"T","untreated nurse"
"R1SP",33,"B3",29.77,30.29,"5-B1",0.033947750370542,"Small Pathogen","SP","Small",0.002,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",30.03,"T","untreated nurse"
"R1SP",34,"C3",30.11,30.35,"5-C1",0.029891726503931,"Small Pathogen","SP","Small",0.016,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","nurse","pathogen.small",30.23,"T","untreated nurse"
"R1SP",35,"E3",26.57,26.89,"5-E1",0.277077333832124,"Small Pathogen","SP","Small",0.106,35,"untreated",TRUE,FALSE,3,"polyakov","colony01SP","forager","pathogen.small",26.73,"T","untreated forager"
"R2BP",3,"  B3 ",33.13,NA,"7-H6",0.00532749,"Big Pathogen","BP","Big",0,169,"untreated",TRUE,TRUE,16,"westerby","colony02BP","queen","pathogen.big",33.13,"T","untreated queen"
"R2SP",1,"D5",32.44,32.46,"9-F1",0.007280563599321,"Small Pathogen","SP","Small",0,30,"untreated",TRUE,TRUE,2,"leamas","colony02SP","queen","pathogen.small",32.45,"T","untreated queen"
"R2SP",2,"A8",33.69,33.53,"9-A4",0.003480623114734,"Small Pathogen","SP","Small",0.03,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",33.61,"T","untreated forager"
"R2SP",3,"G8",33.31,34.28,"9-G4",0.00309415096998,"Small Pathogen","SP","Small",0.074,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",33.795,"T","untreated forager"
"R2SP",4,"C8",33.63,33.96,"9-C4",0.00309415096998,"Small Pathogen","SP","Small",0.013,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",33.795,"T","untreated nurse"
"R2SP",5,"F5",32.6,32.16,"9-H1",0.007612126554746,"Small Pathogen","SP","Small",0.341,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",32.38,"T","untreated forager"
"R2SP",6,"H8",35.34,34.37,"9-H4",0.001576389378553,"Small Pathogen","SP","Small",0,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",34.855,"T","untreated nurse"
"R2SP",7,"E8",28.29,28.46,"9-E4",0.097294322893145,"Small Pathogen","SP","Small",0.003,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",28.375,"T","untreated nurse"
"R2SP",8,"G7",29.83,29.81,"9-G3",0.038800203196632,"Small Pathogen","SP","Small",0.029,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",29.82,"T","untreated forager"
"R2SP",9,"A6",27.43,27.49,"9-A2",0.174141387319711,"Small Pathogen","SP","Small",0.018,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",27.46,"T","untreated nurse"
"R2SP",10,"E7",34.05,34.02,"9-E3",0.00265600874116,"Small Pathogen","SP","Small",0.016,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",34.035,"T","untreated nurse"
"R2SP",11,"E5",34.54,33.94,"9-G1",0.002331245441836,"Small Pathogen","SP","Small",0.045,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",34.24,"T","untreated forager"
"R2SP",12,"F6",27.34,27.66,"9-F2",0.169765720116636,"Small Pathogen","SP","Small",0,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",27.5,"T","untreated nurse"
"R2SP",13,"A7",33.86,35.15,"9-A3",0.00196955675495,"Small Pathogen","SP","Small",0.036,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",34.505,"T","untreated forager"
"R2SP",14,"A2",23.615,NA,"9-D2",1.37742512343217,"Small Pathogen","SP","Small",0,30,"treated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",23.615,"T","treated nurse"
"R2SP",15,"G6",21.93,21.77,"9-G2",6.17938138149895,"Small Pathogen","SP","Small",0,30,"treated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",21.85,"T","treated nurse"
"R2SP",17,"B8",33.09,34.03,"9-B4",0.00359312230293,"Small Pathogen","SP","Small",0.008,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",33.56,"T","untreated nurse"
"R2SP",18,"C7",32.52,32.93,"9-C3",0.0061119881,"Small Pathogen","SP","Small",0.037,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",32.725,"T","untreated forager"
"R2SP",19,"H6",35.81,37.32,"9-H2",0.00053111736377,"Small Pathogen","SP","Small",0.041,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",36.565,"T","untreated forager"
"R2SP",21,"B6",35.67,35.07,"9-B2",0.001135975591843,"Small Pathogen","SP","Small",0.062,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",35.37,"T","untreated forager"
"R2SP",22,"G5",32.85,32.06,"9-A5",0.007257440768,"Small Pathogen","SP","Small",0.001,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",32.455,"T","untreated nurse"
"R2SP",23,"D8",35.89,36.41,"9-D4",0.000691600024521,"Small Pathogen","SP","Small",0.076,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",36.15,"T","untreated forager"
"R2SP",24,"C6",35.53,35.29,"9-C2",0.001107431825095,"Small Pathogen","SP","Small",0,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",35.41,"T","untreated nurse"
"R2SP",25,"H7",33.51,34.11,"9-H3",0.003064763734659,"Small Pathogen","SP","Small",0.002,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",33.81,"T","untreated nurse"
"R2SP",26,"F8",29.33,29.57,"9-F4",0.049098135486642,"Small Pathogen","SP","Small",0.029,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",29.45,"T","untreated forager"
"R2SP",27,"F7",37.27,36.6,"9-F3",0.00041971984132,"Small Pathogen","SP","Small",0.414,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",36.935,"T","untreated forager"
"R2SP",28,"H5",33.99,34.5,"9-B5",0.002323841482735,"Small Pathogen","SP","Small",0,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",34.245,"T","untreated nurse"
"R2SP",29,"D7",30.27,30.31,"9-D3",0.028772195330195,"Small Pathogen","SP","Small",0.012,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","nurse","pathogen.small",30.29,"T","untreated nurse"
"R2SP",30,"B7",34.52,34.51,"9-B3",0.001957066126036,"Small Pathogen","SP","Small",0.064,30,"untreated",TRUE,FALSE,2,"leamas","colony02SP","forager","pathogen.small",34.515,"T","untreated forager"
"R3BP",1,"B8",30.29,30.42,"11-B9",0.027222813006299,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,TRUE,14,"karla","colony03BP","queen","pathogen.big",30.355,"T","untreated queen"
"R3BP",2,"B5",33.52,33.53,"12-B5",0.002813617133825,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.525,"T","untreated nurse"
"R3BP",3,"F3",37.72,37.33,"12-F3",0.000168913748575,"Big Pathogen","BP","Big",0.021,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",37.525,"F","untreated forager"
"R3BP",4,"A5",27.28,27.07,"12-A5",0.244655509350369,"Big Pathogen","BP","Big",0.002,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",27.175,"T","untreated nurse"
"R3BP",5,"D8",30.07,29.79,"12-D8",0.035251532341995,"Big Pathogen","BP","Big",0.012,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",29.93,"T","untreated nurse"
"R3BP",6,"E9",22.03,21.62,"12-E9",10.5304031936311,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",21.825,"T","treated nurse"
"R3BP",7,"D7",30.35,30.21,"11-D8",0.028647583898969,"Big Pathogen","BP","Big",0.049,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",30.28,"T","untreated forager"
"R3BP",8,"E4",22.695,NA,"12-G7",2.47584812268739,"Big Pathogen","BP","Big",0.007,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",22.695,"T","treated nurse"
"R3BP",8,"G7",38.36,38.1,"12-G7",0.000102886406751,"Big Pathogen","BP","Big",0.007,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",38.23,"F","treated nurse"
"R3BP",9,"D2",34.79,35.1,"12-D2",0.001036566096397,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.945,"T","untreated nurse"
"R3BP",10,"C10",32.97,33.66,"11-C11",0.003635373189372,"Big Pathogen","BP","Big",0.055,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",33.315,"T","untreated forager"
"R3BP",11,"C9",26.16,25.83,"12-C9",0.560953678126358,"Big Pathogen","BP","Big",0.016,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",25.995,"T","untreated nurse"
"R3BP",12,"B4",31.13,31.24,"13-B4",0.015479288691971,"Big Pathogen","BP","Big",0.054,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.185,"T","untreated forager"
"R3BP",13,"B4",31.23,31.75,"12-B4",0.011769391240642,"Big Pathogen","BP","Big",0.08,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.49,"T","untreated forager"
"R3BP",14,"C7",35.17,34.69,"12-C7",0.001047557812274,"Big Pathogen","BP","Big",0.11,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.93,"T","untreated forager"
"R3BP",15,"A2",37.62,36.91,"12-A2",0.000202800490004,"Big Pathogen","BP","Big",0.48,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",37.265,"F","untreated forager"
"R3BP",16,"F7",31.85,31.65,"11-F8",0.010540227869419,"Big Pathogen","BP","Big",0.432,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.75,"T","untreated forager"
"R3BP",17,"D9",35.69,34.93,"11-D10",0.000935892571186,"Big Pathogen","BP","Big",0.073,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",35.31,"T","untreated forager"
"R3BP",18,"H4",33.81,35.56,"12-H4",0.001244517477375,"Big Pathogen","BP","Big",0.583,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.685,"T","untreated forager"
"R3BP",19,"A7",27.41,26.98,"12-A7",0.241238711411683,"Big Pathogen","BP","Big",0.001,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",27.195,"T","untreated nurse"
"R3BP",20,"C9",34.9,33.7,"11-C10",0.00186028720923,"Big Pathogen","BP","Big",0.073,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.3,"T","untreated forager"
"R3BP",21,"F9",29.14,29.26,"12-F9",0.058900638135073,"Big Pathogen","BP","Big",0.009,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",29.2,"T","untreated nurse"
"R3BP",22,"B10",27.65,27.21,"12-B10",0.204492789871515,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",27.43,"T","untreated nurse"
"R3BP",23,"H11",29.63,29.59,"11-H12",0.045186218703862,"Big Pathogen","BP","Big",0.003,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",29.61,"T","untreated nurse"
"R3BP",24,"A11",30.32,30.97,"11-A12",0.022349458233832,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",30.645,"T","untreated nurse"
"R3BP",25,"E7",32.38,32.64,"12-E7",0.005744417545211,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.51,"T","untreated nurse"
"R3BP",26,"A4",31.85,32.16,"13-A4",0.008861821541426,"Big Pathogen","BP","Big",0.048,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",32.005,"T","untreated forager"
"R3BP",27,"B1",35.25,35.49,"12-B1",0.000768779864528,"Big Pathogen","BP","Big",0.008,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",35.37,"T","untreated nurse"
"R3BP",28,"E11",33.68,32.86,"12-E11",0.003366216155716,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.27,"T","untreated nurse"
"R3BP",30,"B6",28.36,28.32,"13-B6",0.107192401300464,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",28.34,"T","untreated nurse"
"R3BP",31,"G1",35.59,36.02,"12-G1",0.000566178013089,"Big Pathogen","BP","Big",0.109,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",35.805,"T","untreated forager"
"R3BP",32,"G9",34.41,34.71,"11-G10",0.001558748325708,"Big Pathogen","BP","Big",0.41,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.56,"T","untreated forager"
"R3BP",33,"H7",29.13,29.48,"12-H7",0.054708272316,"Big Pathogen","BP","Big",0.34,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",29.305,"T","untreated forager"
"R3BP",34,"E6",33.49,32.8,"12-E6",0.003675504848664,"Big Pathogen","BP","Big",0.007,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.145,"T","untreated nurse"
"R3BP",35,"C2",22.73,22.51,"13-C2",5.24628645472454,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",22.62,"T","treated nurse"
"R3BP",36,"H10",34.75,34.63,"11-H11",0.00142683580834,"Big Pathogen","BP","Big",0.017,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.69,"T","untreated nurse"
"R3BP",37,"H7",33.22,33.41,"11-H8",0.003635373189372,"Big Pathogen","BP","Big",0.232,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",33.315,"T","untreated forager"
"R3BP",39,"C3",35.15,34.54,"13-C3",0.001284064974901,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.845,"T","untreated nurse"
"R3BP",40,"A4",33.91,34.42,"12-A4",0.001793944487738,"Big Pathogen","BP","Big",0.004,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.165,"T","untreated nurse"
"R3BP",41,"C1",28.14,28.48,"12-C1",0.110135163281959,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",28.31,"T","untreated nurse"
"R3BP",42,"G3",31.88,31.4,"13-G3",0.01135910201713,"Big Pathogen","BP","Big",0.008,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",31.64,"T","untreated nurse"
"R3BP",43,"E8",31.87,31.41,"11-E9",0.01135910201713,"Big Pathogen","BP","Big",0.002,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",31.64,"T","untreated nurse"
"R3BP",44,"A3",34.06,34.8,"12-A3",0.001488942752036,"Big Pathogen","BP","Big",0.012,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.43,"T","untreated nurse"
"R3BP",45,"E11",31.57,31.88,"11-E12",0.01072099269264,"Big Pathogen","BP","Big",0.017,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",31.725,"T","untreated nurse"
"R3BP",46,"B3",29.16,30.54,"12-B3",0.037291512655141,"Big Pathogen","BP","Big",0.006,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",29.85,"T","untreated nurse"
"R3BP",47,"F2",33.45,34.01,"13-F2",0.002741309051019,"Big Pathogen","BP","Big",0.012,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.73,"T","untreated nurse"
"R3BP",48,"H9",29.65,29.47,"11-H10",0.046749395549995,"Big Pathogen","BP","Big",0.158,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",29.56,"T","untreated forager"
"R3BP",49,"A6",33.86,33.01,"13-A6",0.003350433481459,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.435,"T","untreated nurse"
"R3BP",50,"A9",32.68,32.14,"12-A9",0.006162912475392,"Big Pathogen","BP","Big",0.001,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.41,"T","untreated nurse"
"R3BP",51,"D2",31.93,31.41,"13-D2",0.011129662632544,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",31.67,"T","untreated nurse"
"R3BP",52,"F8",32.16,31.86,"12-F8",0.008164808441493,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.01,"T","untreated nurse"
"R3BP",53,"H6",34.9,35.73,"12-H6",0.000799096079592,"Big Pathogen","BP","Big",0.121,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",35.315,"T","untreated forager"
"R3BP",54,"D11",35.9,35.81,"12-D11",0.000546616830975,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",35.855,"T","untreated nurse"
"R3BP",55,"C6",31.08,30.89,"13-C6",0.017734992126429,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",30.985,"T","untreated nurse"
"R3BP",56,"E1",NA,37.44,"12-E1",0.000179318046916,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",37.44,"F","treated nurse"
"R3BP",56,"F4",23.465,NA,"12-E1",1.51561187721463,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",23.465,"T","treated nurse"
"R3BP",57,"D8",29.29,29.09,"11-D9",0.060127618098355,"Big Pathogen","BP","Big",0.342,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",29.19,"T","untreated forager"
"R3BP",58,"B1",33.11,32.49,"13-B1",0.005160359997798,"Big Pathogen","BP","Big",0.013,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.8,"T","untreated nurse"
"R3BP",59,"F9",32.19,33.29,"11-F10",0.005375315996129,"Big Pathogen","BP","Big",0.054,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",32.74,"T","untreated forager"
"R3BP",60,"C11",31.14,31.27,"12-C11",0.01438112959739,"Big Pathogen","BP","Big",0.091,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.205,"T","untreated forager"
"R3BP",61,"D7",35.25,34.56,"12-D7",0.001066136961493,"Big Pathogen","BP","Big",0.133,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.905,"T","untreated forager"
"R3BP",62,"E4",32.39,33.03,"13-E4",0.005486128806439,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.71,"T","untreated nurse"
"R3BP",63,"E3",31.35,31.33,"13-E3",0.013930413246964,"Big Pathogen","BP","Big",0.031,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.34,"T","untreated forager"
"R3BP",64,"F3",31.89,31.9,"13-F3",0.009550299689319,"Big Pathogen","BP","Big",0.079,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.895,"T","untreated forager"
"R3BP",65,"C8",32.47,32.27,"11-C9",0.006913564198442,"Big Pathogen","BP","Big",0.007,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",32.37,"T","untreated nurse"
"R3BP",66,"E3",33.51,33.55,"12-E12",0.003712966236251,"Big Pathogen","BP","Big",0.116,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",33.53,"T","untreated forager"
"R3BP",67,"B8",33.11,33.39,"12-B8",0.003413893745911,"Big Pathogen","BP","Big",0.157,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",33.25,"T","untreated forager"
"R3BP",68,"C8",30.78,30.58,"12-C8",0.020803097282998,"Big Pathogen","BP","Big",0.388,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",30.68,"T","untreated forager"
"R3BP",69,"G4",28.97,29.12,"12-G4",0.065683607915514,"Big Pathogen","BP","Big",0.334,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",29.045,"T","untreated forager"
"R3BP",70,"B5",21.64,21.76,"13-B5",9.80889306612711,"Big Pathogen","BP","Big",0.004,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",21.7,"T","treated nurse"
"R3BP",71,"D4",32.43,33.05,"12-D4",0.004886568600181,"Big Pathogen","BP","Big",0.063,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",32.74,"T","untreated forager"
"R3BP",72,"H5",32.03,31.67,"13-H5",0.009847137449878,"Big Pathogen","BP","Big",0.133,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.85,"T","untreated forager"
"R3BP",73,"H4",27.22,27.39,"13-H4",0.216722000053793,"Big Pathogen","BP","Big",0.016,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",27.305,"T","untreated nurse"
"R3BP",74,"A8",31.97,32,"11-A9",0.008983198576362,"Big Pathogen","BP","Big",0.278,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",31.985,"T","untreated forager"
"R3BP",75,"E4",32.37,32.17,"12-E4",0.006800518086639,"Big Pathogen","BP","Big",0.154,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",32.27,"T","untreated forager"
"R3BP",76,"C1",25.23,24.93,"13-C1",0.984391828637703,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",25.08,"T","treated nurse"
"R3BP",77,"A3",23.85,23.7,"13-A3",2.3914703458239,"Big Pathogen","BP","Big",0.001,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",23.775,"T","treated nurse"
"R3BP",78,"B9",22.33,22.22,"11-B10",6.63384011204103,"Big Pathogen","BP","Big",0,188,"treated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",22.275,"T","treated nurse"
"R3BP",79,"D3",26.99,26.74,"13-D3",0.292333778505593,"Big Pathogen","BP","Big",0.062,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",26.865,"T","untreated forager"
"R3BP",80,"H3",34.35,34.29,"12-H3",0.001608688658555,"Big Pathogen","BP","Big",0.216,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.32,"T","untreated forager"
"R3BP",81,"C10",37.53,37.48,"12-C10",0.000171306167871,"Big Pathogen","BP","Big",0.26,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",37.505,"F","untreated forager"
"R3BP",82,"G11",33.53,33.87,"11-G12",0.002797821479329,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.7,"T","untreated nurse"
"R3BP",83,"H9",33.54,34.72,"12-H9",0.001838645486569,"Big Pathogen","BP","Big",0.383,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.13,"T","untreated forager"
"R3BP",84,"F1",28.63,28.24,"13-F1",0.100484945199528,"Big Pathogen","BP","Big",0.011,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",28.435,"T","untreated nurse"
"R3BP",85,"E7",33.22,33.47,"11-E8",0.003561943283905,"Big Pathogen","BP","Big",0.058,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",33.345,"T","untreated forager"
"R3BP",86,"E9",36.11,35.59,"11-E10",0.000648201452692,"Big Pathogen","BP","Big",0.055,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",35.85,"T","untreated forager"
"R3BP",87,"E10",33.21,33.52,"11-E11",0.003513815870185,"Big Pathogen","BP","Big",0.011,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",33.365,"T","untreated nurse"
"R3BP",88,"F5",31.49,31.22,"13-F5",0.013789007251846,"Big Pathogen","BP","Big",0,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",31.355,"T","untreated nurse"
"R3BP",89,"B6",34.55,34.91,"13-B7",0.001646497213284,"Big Pathogen","BP","Big",0.002,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","nurse","pathogen.big",34.73,"T","untreated nurse"
"R3BP",90,"H8",35.38,33.79,"11-H9",0.001532466536921,"Big Pathogen","BP","Big",0.261,188,"untreated",TRUE,FALSE,14,"karla","colony03BP","forager","pathogen.big",34.585,"T","untreated forager"
