"Colony","antID","qPCR_Well.","Ct1","Ct2","Code","MbruDNA","Treatment","size_treat","status","prop_time_outside","colony_size","Exposed","IsAlive","IsQueen","N_exposed","box","colony","task_group","treatment","Ct_mean","above_detection_threshold","Ant_status"
"R10BP",13,"  D2 ",32.565,NA,"42-A7",0.00769771,"Big Pathogen","BP","Big",0,186,"untreated",TRUE,TRUE,17,"karla","colony10BP","queen","pathogen.big",32.565,"T","untreated queen"
"R11BP",1,"  E2 ",32.975,NA,"47-A3",0.00589349,"Big Pathogen","BP","Big",0,176,"untreated",TRUE,TRUE,17,"leamas","colony11BP","queen","pathogen.big",32.975,"T","untreated queen"
"R11SP",1,"A7",29.17,29.16,"49-A3",0.05885867754361,"Small Pathogen","SP","Small",0,34,"untreated",TRUE,TRUE,3,"polyakov","colony11SP","queen","pathogen.small",29.165,"T","untreated queen"
"R11SP",2,"D9",31.66,31.61,"49-D5",0.012227833034476,"Small Pathogen","SP","Small",0.027,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",31.635,"T","untreated forager"
"R11SP",3,"B7",31.19,31.68,"49-B3",0.013887034038414,"Small Pathogen","SP","Small",0.005,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",31.435,"T","untreated nurse"
"R11SP",4,"E9",30.17,30.89,"49-E5",0.024697955284276,"Small Pathogen","SP","Small",0.014,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",30.53,"T","untreated nurse"
"R11SP",5,"E8",29.71,30.04,"49-E4",0.037466014770507,"Small Pathogen","SP","Small",0.002,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",29.875,"T","untreated nurse"
"R11SP",6,"C9",31.74,33.35,"49-C5",0.006853564431417,"Small Pathogen","SP","Small",0.067,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",32.545,"T","untreated forager"
"R11SP",7,"F9",25.96,26.69,"49-F5",0.358511012025895,"Small Pathogen","SP","Small",0,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",26.325,"T","untreated nurse"
"R11SP",9,"F8",29.47,29.96,"49-F4",0.041480644923866,"Small Pathogen","SP","Small",0,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",29.715,"T","untreated nurse"
"R11SP",11,"H6",33.81,33.48,"49-H2",0.003403976083114,"Small Pathogen","SP","Small",0.545,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",33.645,"T","untreated forager"
"R11SP",12,"C6",26.38,27.43,"49-C2",0.247884002533186,"Small Pathogen","SP","Small",0.094,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",26.905,"T","untreated forager"
"R11SP",13,"F5",30.84,31.1,"49-F1",0.018667622073547,"Small Pathogen","SP","Small",0,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",30.97,"T","untreated nurse"
"R11SP",14,"E7",33.67,33.28,"49-E3",0.003792778670761,"Small Pathogen","SP","Small",0.222,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",33.475,"T","untreated forager"
"R11SP",15,"G8",30.4,31.39,"49-G4",0.019579946463574,"Small Pathogen","SP","Small",0.017,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",30.895,"T","untreated nurse"
"R11SP",17,"F7",32.57,32.42,"49-F3",0.007075082363513,"Small Pathogen","SP","Small",0.004,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",32.495,"T","untreated nurse"
"R11SP",18,"H7",31.21,31.95,"49-H3",0.0126632738843,"Small Pathogen","SP","Small",0.001,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",31.58,"T","untreated nurse"
"R11SP",19,"H6",22.98,NA,"49-B4",2.06460036602991,"Small Pathogen","SP","Small",0.004,34,"treated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",22.98,"T","treated nurse"
"R11SP",20,"F6",33.38,33.64,"49-F2",0.003709257641013,"Small Pathogen","SP","Small",0.883,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",33.51,"T","untreated forager"
"R11SP",21,"E6",33.74,34.86,"49-E2",0.002243933591668,"Small Pathogen","SP","Small",0.335,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",34.3,"T","untreated forager"
"R11SP",22,"G5",31.86,32.78,"49-G1",0.007908315735956,"Small Pathogen","SP","Small",0.002,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",32.32,"T","untreated nurse"
"R11SP",23,"C8",23.94,24.3,"49-C4",1.45795459841304,"Small Pathogen","SP","Small",0.001,34,"treated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",24.12,"T","treated nurse"
"R11SP",24,"G7",31.4,31.59,"49-G3",0.01336692465247,"Small Pathogen","SP","Small",0.001,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",31.495,"T","untreated nurse"
"R11SP",25,"D7",34.15,34.34,"49-D3",0.002323841482735,"Small Pathogen","SP","Small",0.22,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",34.245,"T","untreated forager"
"R11SP",26,"B6",35.42,34.41,"49-B2",0.001517349060122,"Small Pathogen","SP","Small",0.035,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",34.915,"T","untreated forager"
"R11SP",27,"G9",31.66,32.56,"49-G5",0.009038721392404,"Small Pathogen","SP","Small",0.002,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",32.11,"T","untreated nurse"
"R11SP",28,"D6",32.74,32.82,"49-D2",0.005901820546436,"Small Pathogen","SP","Small",0.282,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",32.78,"T","untreated forager"
"R11SP",29,"B9",22.42,22.92,"49-B5",3.66757496873477,"Small Pathogen","SP","Small",0.006,34,"treated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",22.67,"T","treated nurse"
"R11SP",30,"D8",32.24,32.79,"49-D4",0.006985628727292,"Small Pathogen","SP","Small",0.011,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",32.515,"T","untreated nurse"
"R11SP",31,"A8",25.71,25.92,"49-A4",0.495924426766039,"Small Pathogen","SP","Small",0.017,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",25.815,"T","untreated nurse"
"R11SP",32,"H5",30.69,31.51,"49-H1",0.017185809759293,"Small Pathogen","SP","Small",0.798,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",31.1,"T","untreated forager"
"R11SP",33,"H8",31.72,32.1,"49-H4",0.010265190184242,"Small Pathogen","SP","Small",0.012,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","nurse","pathogen.small",31.91,"T","untreated nurse"
"R11SP",34,"A6",34.31,36.12,"49-A2",0.001253705410178,"Small Pathogen","SP","Small",0.125,34,"untreated",TRUE,FALSE,3,"polyakov","colony11SP","forager","pathogen.small",35.215,"T","untreated forager"
"R12BP",1,"A3",32.89,33.22,"52-A3",0.005822949182631,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,TRUE,16,"karla","colony12BP","queen","pathogen.big",33.055,"T","untreated queen"
"R12BP",2,"A6",34.34,35.14,"52-A6",0.001984833128238,"Big Pathogen","BP","Big",0.05,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.74,"T","untreated forager"
"R12BP",3,"G5",31.33,31.03,"52-G5",0.019287147420258,"Big Pathogen","BP","Big",0.358,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",31.18,"T","untreated forager"
"R12BP",4,"B7",22.225,NA,"53-D9",3.34056556473294,"Big Pathogen","BP","Big",0,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",22.225,"T","treated nurse"
"R12BP",5,"G6",30.88,32.21,"53-G4",0.027454718807247,"Big Pathogen","BP","Big",0.143,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",31.545,"T","untreated forager"
"R12BP",6,"A9",30.35,31.62,"53-A7",0.039260967714611,"Big Pathogen","BP","Big",0.001,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",30.985,"T","untreated nurse"
"R12BP",7,"C10",32.95,32.71,"52-C10",0.006722920876814,"Big Pathogen","BP","Big",0.117,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.83,"T","untreated forager"
"R12BP",8,"H1",32.43,31.58,"52-H1",0.011387096471262,"Big Pathogen","BP","Big",0.262,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.005,"T","untreated forager"
"R12BP",9,"H11",35.29,36.48,"52-H11",0.00095521470597,"Big Pathogen","BP","Big",0.064,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.885,"T","untreated forager"
"R12BP",10,"F8",35.12,36.97,"53-G6",0.001549947543017,"Big Pathogen","BP","Big",0.219,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",36.045,"T","untreated forager"
"R12BP",11,"A1",33.57,35.55,"51-A11",0.00097846208142,"Big Pathogen","BP","Big",0.047,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.56,"T","untreated forager"
"R12BP",12,"E4",33.71,35.02,"52-E4",0.002522022751021,"Big Pathogen","BP","Big",0.048,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.365,"T","untreated forager"
"R12BP",13,"G8",33.26,34.59,"52-G8",0.003340450187678,"Big Pathogen","BP","Big",0.085,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.925,"T","untreated forager"
"R12BP",14,"G9",31.44,32.59,"53-G7",0.020334757610568,"Big Pathogen","BP","Big",0.077,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.015,"T","untreated forager"
"R12BP",15,"H8",34.45,35.64,"53-H6",0.002935736010236,"Big Pathogen","BP","Big",0.175,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.045,"T","untreated forager"
"R12BP",16,"E1",31.43,32.86,"51-E11",0.018714447064014,"Big Pathogen","BP","Big",0.146,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.145,"T","untreated forager"
"R12BP",17,"A2",32.88,34.49,"51-A12",0.006998113792028,"Big Pathogen","BP","Big",0.129,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.685,"T","untreated forager"
"R12BP",18,"C4",26.34,25.99,"52-C4",0.47471067721474,"Big Pathogen","BP","Big",0.002,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",26.165,"T","treated nurse"
"R12BP",19,"B4",28.48,30.27,"53-B2",0.109793087984854,"Big Pathogen","BP","Big",0.001,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",29.375,"T","untreated nurse"
"R12BP",20,"E3",29.33,31.35,"53-E1",0.059276697545088,"Big Pathogen","BP","Big",0.142,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",30.34,"T","untreated forager"
"R12BP",21,"D10",33.61,33.87,"52-D10",0.003759447289124,"Big Pathogen","BP","Big",0.089,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.74,"T","untreated forager"
"R12BP",22,"B8",36.25,35.58,"52-B8",0.000937085029894,"Big Pathogen","BP","Big",0.151,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.915,"T","untreated forager"
"R12BP",23,"H1",39.07,36.51,"51-H11",0.000508456729898,"Big Pathogen","BP","Big",0.052,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",37.79,"F","untreated forager"
"R12BP",24,"C10",32.47,33.66,"53-C8",0.010398459388334,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.065,"T","untreated nurse"
"R12BP",25,"H2",31.6,33.07,"51-H12",0.016575666491939,"Big Pathogen","BP","Big",0.327,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.335,"T","untreated forager"
"R12BP",26,"C8",34.04,33.88,"52-C8",0.003266600317941,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.96,"T","untreated nurse"
"R12BP",27,"H7",33.44,33.73,"52-H7",0.004150696702474,"Big Pathogen","BP","Big",0.061,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.585,"T","untreated forager"
"R12BP",28,"F2",35.21,35.23,"51-F12",0.002625258056896,"Big Pathogen","BP","Big",0.076,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.22,"T","untreated forager"
"R12BP",29,"D7",33.19,33.04,"52-D7",0.005604011269914,"Big Pathogen","BP","Big",0.01,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.115,"T","untreated nurse"
"R12BP",30,"B2",32.96,33.94,"51-B12",0.008131487523882,"Big Pathogen","BP","Big",0.143,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.45,"T","untreated forager"
"R12BP",32,"C1",34.1,34.35,"51-C11",0.004956612867641,"Big Pathogen","BP","Big",0.083,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.225,"T","untreated forager"
"R12BP",33,"D5",31.29,32.83,"53-D3",0.019758592297117,"Big Pathogen","BP","Big",0.099,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.06,"T","untreated forager"
"R12BP",34,"E7",33.63,34.57,"53-E5",0.005368587056734,"Big Pathogen","BP","Big",0.371,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.1,"T","untreated forager"
"R12BP",35,"F11",35.71,36.6,"52-F11",0.000803901797995,"Big Pathogen","BP","Big",0.162,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",36.155,"T","untreated forager"
"R12BP",36,"C7",23.495,NA,"53-H8",1.48690766415711,"Big Pathogen","BP","Big",0.003,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",23.495,"T","treated nurse"
"R12BP",37,"C11",32.44,33.4,"52-C11",0.006347343474862,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",32.92,"T","untreated nurse"
"R12BP",38,"C2",35.07,35.82,"51-C12",0.002273824805721,"Big Pathogen","BP","Big",0.06,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.445,"T","untreated forager"
"R12BP",39,"F4",34.19,34.58,"52-F4",0.00249000947684,"Big Pathogen","BP","Big",0.074,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.385,"T","untreated forager"
"R12BP",40,"C7",34.26,33.81,"52-C12",0.002636935457568,"Big Pathogen","BP","Big",0.26,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.035,"T","untreated forager"
"R12BP",40,"C1",34.02,34.91,"52-C12",0.00197038231103,"Big Pathogen","BP","Big",0.26,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.465,"T","untreated forager"
"R12BP",41,"F5",32.88,34.94,"53-F3",0.006061303075244,"Big Pathogen","BP","Big",0.193,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.91,"T","untreated forager"
"R12BP",42,"E9",32.25,34.03,"53-E7",0.009912061774259,"Big Pathogen","BP","Big",0.146,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.14,"T","untreated forager"
"R12BP",43,"E4",28.41,30.64,"53-E2",0.099761966193711,"Big Pathogen","BP","Big",0.118,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",29.525,"T","untreated forager"
"R12BP",45,"H8",25.36,25.05,"52-H8",0.876461815320746,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",25.205,"T","untreated nurse"
"R12BP",46,"D4",33.18,35.42,"53-D2",0.004724762688429,"Big Pathogen","BP","Big",0.131,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.3,"T","untreated forager"
"R12BP",47,"F7",33.17,33.65,"52-F7",0.004641581708516,"Big Pathogen","BP","Big",0.093,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.41,"T","untreated forager"
"R12BP",48,"H5",34.57,33.68,"52-H5",0.002939848835924,"Big Pathogen","BP","Big",0.005,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",34.125,"T","untreated nurse"
"R12BP",49,"C7",32.66,33.55,"53-C5",0.010136149326946,"Big Pathogen","BP","Big",0.001,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.105,"T","untreated nurse"
"R12BP",50,"D9",33.36,34.44,"52-D9",0.003394220092572,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.9,"T","untreated nurse"
"R12BP",51,"F9",32.72,33.74,"53-F7",0.009358322339069,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.23,"T","untreated nurse"
"R12BP",52,"A11",35.39,35.4,"53-A9",0.002347615671595,"Big Pathogen","BP","Big",0.112,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.395,"T","untreated forager"
"R12BP",53,"F3",32.14,34.13,"53-F1",0.009943768385984,"Big Pathogen","BP","Big",0.12,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.135,"T","untreated forager"
"R12BP",54,"G6",28.72,28.62,"52-F6",0.095838939629659,"Big Pathogen","BP","Big",0.002,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",28.67,"T","untreated nurse"
"R12BP",55,"E6",32.53,32.25,"52-E6",0.008904591481425,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",32.39,"T","untreated nurse"
"R12BP",56,"H6",35.16,34.54,"52-H6",0.00185016303586,"Big Pathogen","BP","Big",0.103,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.85,"T","untreated forager"
"R12BP",57,"B9",34.49,34.1,"52-B9",0.002637345333778,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",34.295,"T","untreated nurse"
"R12BP",58,"A6",22.91,23.57,"53-A4",5.52616693513332,"Big Pathogen","BP","Big",0,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",23.24,"T","treated nurse"
"R12BP",59,"D11",30.31,30.21,"52-D11",0.034711709295821,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",30.26,"T","untreated nurse"
"R12BP",60,"A3",32.43,34.35,"53-A1",0.008449169059485,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.39,"T","untreated nurse"
"R12BP",61,"B1",32.73,33.94,"51-B11",0.008751268323673,"Big Pathogen","BP","Big",0.044,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.335,"T","untreated forager"
"R12BP",62,"D8",32.51,33.6,"53-D6",0.010465090779947,"Big Pathogen","BP","Big",0.046,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.055,"T","untreated forager"
"R12BP",63,"D1",35.6,34.74,"52-D1",0.001508141184933,"Big Pathogen","BP","Big",0.168,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.17,"T","untreated forager"
"R12BP",64,"C3",22.54,24.01,"53-C1",5.4039957649689,"Big Pathogen","BP","Big",0,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",23.275,"T","treated nurse"
"R12BP",65,"C3",33.83,33.92,"52-C3",0.003448855510348,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.875,"T","untreated nurse"
"R12BP",66,"H3",36.95,36.95,"52-H3",0.000483804607459,"Big Pathogen","BP","Big",0.09,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",36.95,"T","untreated forager"
"R12BP",67,"G9",33.39,34.47,"52-G9",0.003329798857823,"Big Pathogen","BP","Big",0.063,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.93,"T","untreated forager"
"R12BP",68,"B11",30.77,31.42,"53-B9",0.036597127579251,"Big Pathogen","BP","Big",0.013,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",31.095,"T","untreated nurse"
"R12BP",69,"A7",35.83,35.56,"52-A7",0.001078467345994,"Big Pathogen","BP","Big",0.031,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.695,"T","untreated forager"
"R12BP",70,"D4",23.35,22.96,"52-D4",3.24640725318971,"Big Pathogen","BP","Big",0,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",23.155,"T","treated nurse"
"R12BP",71,"H5",34.83,35.25,"53-H3",0.002945126815492,"Big Pathogen","BP","Big",0.237,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.04,"T","untreated forager"
"R12BP",72,"A4",33.34,33.28,"52-A4",0.004947730091762,"Big Pathogen","BP","Big",0.094,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.31,"T","untreated forager"
"R12BP",73,"E10",33.32,34.03,"53-E8",0.007042956402189,"Big Pathogen","BP","Big",0.068,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.675,"T","untreated forager"
"R12BP",74,"H7",33.94,35.86,"53-H5",0.003220623814923,"Big Pathogen","BP","Big",0.1,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.9,"T","untreated forager"
"R12BP",75,"G1",37.1,36.36,"51-G11",0.001000686405826,"Big Pathogen","BP","Big",0.224,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",36.73,"T","untreated forager"
"R12BP",76,"H6",34,31.15,"53-H4",0.014219849502179,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",32.575,"T","untreated nurse"
"R12BP",77,"E2",32.89,34.65,"51-E12",0.006628297610451,"Big Pathogen","BP","Big",0.041,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.77,"T","untreated forager"
"R12BP",78,"D2",33.61,33.91,"53-D10",0.003177108160006,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.76,"T","untreated nurse"
"R12BP",79,"A8",33.59,33.64,"53-A6",0.007318111126152,"Big Pathogen","BP","Big",0.046,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.615,"T","untreated forager"
"R12BP",80,"A1",34.58,32.83,"52-A12",0.003297755854391,"Big Pathogen","BP","Big",0.249,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.705,"T","untreated forager"
"R12BP",80,"A7",34.71,32.6,"52-A12",0.003411406715117,"Big Pathogen","BP","Big",0.249,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.655,"T","untreated forager"
"R12BP",81,"H3",31.99,33.82,"53-H1",0.011517361541785,"Big Pathogen","BP","Big",0.002,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",32.905,"T","untreated nurse"
"R12BP",82,"E10",35.9,35.23,"52-E10",0.001171841839445,"Big Pathogen","BP","Big",0.055,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",35.565,"T","untreated forager"
"R12BP",83,"C7",34.65,34.52,"52-C7",0.002191396683277,"Big Pathogen","BP","Big",0.15,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.585,"T","untreated forager"
"R12BP",84,"F10",30.19,31.48,"53-F8",0.043208680092479,"Big Pathogen","BP","Big",0.001,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",30.835,"T","untreated nurse"
"R12BP",85,"F3",34.28,33.69,"52-F3",0.003214852115518,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.985,"T","untreated nurse"
"R12BP",86,"G11",28.42,29.23,"53-G9",0.156007328510015,"Big Pathogen","BP","Big",0.166,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",28.825,"T","untreated forager"
"R12BP",87,"B6",23.64,24.01,"52-B6",2.11614294084508,"Big Pathogen","BP","Big",0.002,192,"treated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",23.825,"T","treated nurse"
"R12BP",88,"E3",34.39,34.34,"52-E3",0.002522022751021,"Big Pathogen","BP","Big",0.055,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.365,"T","untreated forager"
"R12BP",89,"F9",34.24,34.12,"52-F9",0.002838363412634,"Big Pathogen","BP","Big",0.052,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.18,"T","untreated forager"
"R12BP",90,"H11",31.43,32.16,"53-H9",0.023402755750117,"Big Pathogen","BP","Big",0.008,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",31.795,"T","untreated nurse"
"R12BP",91,"B10",33.19,34.06,"53-B8",0.007271516601692,"Big Pathogen","BP","Big",0.136,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",33.625,"T","untreated forager"
"R12BP",92,"E2",33.03,32.83,"53-E10",0.005575720560344,"Big Pathogen","BP","Big",0.163,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.93,"T","untreated forager"
"R12BP",93,"G2",34.07,32.46,"52-G2",0.005092007093702,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.265,"T","untreated nurse"
"R12BP",94,"A11",32.12,33.29,"52-A11",0.007281703648542,"Big Pathogen","BP","Big",0.069,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",32.705,"T","untreated forager"
"R12BP",95,"G5",32.48,33.34,"53-G3",0.011480637384873,"Big Pathogen","BP","Big",0,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",32.91,"T","untreated nurse"
"R12BP",96,"E8",33.29,34.18,"53-E6",0.006778147260689,"Big Pathogen","BP","Big",0.002,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","nurse","pathogen.big",33.735,"T","untreated nurse"
"R12BP",97,"D1",32.65,35.47,"51-D11",0.005507518948422,"Big Pathogen","BP","Big",0.133,192,"untreated",TRUE,FALSE,16,"karla","colony12BP","forager","pathogen.big",34.06,"T","untreated forager"
